title,image,date,latitude,longitude
"Walking path to a view on lakes of Sete Cidades, Ponta Delgada, São Miguel, Azores, Portugal",https://windows10spotlight.com/wp-content/uploads/2023/03/1de303d23cffc8cb54b754231dae2aef-1024x576.jpg,3/13/2023,37.8589492,-25.7944989
"Shipwreck beach in Navagio Bay, Zakynthos Island, Greece",https://windows10spotlight.com/wp-content/uploads/2022/02/dc3b82d26183efe1651bcaff1051ccaf-1024x576.jpg,2/14/2022,37.8594645,20.6249001
"Smugglers Cove and Navagio (Shipwreck) beach, Zakynthos, Greece",https://windows10spotlight.com/wp-content/uploads/2018/02/0f32f124a14b3e20db88e50da69ad686-1024x576.jpg,2/12/2018,37.8594645,20.6249001
"Shipwreck bay Navagio beach, Zakynthos, Greece",https://windows10spotlight.com/wp-content/uploads/2017/08/4225877b40363caf1d6298567ef7dae8-1024x576.jpg,8/29/2017,37.8594645,20.6249001
"Shipwreck or Navagio beach, Smugglers Cove, Zakynthos island, Greece",https://windows10spotlight.com/wp-content/uploads/2017/07/0392bab5c6a3ec64552ea57aa69852a5-1024x576.jpg,7/23/2017,37.8594645,20.6249001
"Boca do Inferno, Lagoa Azul and Lagoa Verde lakes, Sete Cidades, San Miguel, Azores, Portugal",https://windows10spotlight.com/wp-content/uploads/2020/10/3b592cdaa9ebf4fa399d71f4a0a18606-1024x576.jpg,10/4/2020,37.8610238,-25.7941848
"View from Miradouro Boca do Inferno to Sete Citades, Azores, Portugal",https://windows10spotlight.com/wp-content/uploads/2023/02/0d26ad9b38f163321c8767816b4e1124-1024x576.jpg,2/24/2023,37.8631298,-25.7959539
"Reflection of Cathedral Peak in a pool, Tioga Pass, Yosemite National Park, California, USA",https://windows10spotlight.com/wp-content/uploads/2024/04/c018f94f0429f9abe6aa6b840ed9ce51-1024x576.jpg,4/15/2024,37.8651011,-119.5383294
"Winter morning sunlight in valley at Yosemite National park, California, USA",https://windows10spotlight.com/wp-content/uploads/2021/12/4788b2da1e2c1cb4f85a045d39251f65-1024x576.jpg,12/12/2021,37.8651011,-119.5383294
"Waterfall at Yosemite framed by pine trees, California, USA",https://windows10spotlight.com/wp-content/uploads/2017/08/fa861db9ffc30e2aea72caf330fe4217-1024x576.jpg,8/21/2017,37.8651011,-119.5383294
"Salt marshes of Marsala, Stagnone Lagoon, Trapani, Sicily, Italy",https://windows10spotlight.com/wp-content/uploads/2024/07/6a82bffa89ea57a7746ef47f43d8102e-1024x576.jpg,7/24/2024,37.8666667,12.45
"A scenic landscape at the New River Gorge National Park, West Virginia, USA",https://windows10spotlight.com/wp-content/uploads/2021/04/5fb2c01097d3ff6c5569195031da233d-1024x576.jpg,4/16/2021,37.8707083,-81.0531025
"Puenta Bajada del Puente with view on Mezquita Cathedral, Córdoba, Andalusia, Spain",https://windows10spotlight.com/wp-content/uploads/2017/05/6d1d402c9f3a44c4ad570118efe39935-1024x576.jpg,5/12/2017,37.8756192,-4.7759124
"Rolling green hills of Mount Tamalpais State Park at sunset, Marin County, California, USA",https://windows10spotlight.com/wp-content/uploads/2023/04/075d05a7e2d3c6f1001aba0c439d3536-1024x576.jpg,4/5/2023,37.8890472,-122.6107881
"Wild forest in Muir Woods National Monument, San Francisco, California, USA",https://windows10spotlight.com/wp-content/uploads/2024/03/dcb8939a94178da8fb0903affb651ab0-1024x576.jpg,3/7/2024,37.8970199,-122.5811177
"Lotus garden Agricultural Corporation, UImiyeonggot village, Pocheon, South Korea",https://windows10spotlight.com/wp-content/uploads/2024/06/8dae9388df32b9a8a6981e20497bd7e6-1024x576.jpg,6/10/2024,37.8982868,127.2041251
"Layers of travertines form terraces of carbonate minerals, Pamukkale Pools, Denizli, Turkey",https://windows10spotlight.com/wp-content/uploads/2023/03/806fd163cd660f98846afbef18dd013e-1024x576.jpg,3/29/2023,37.910963,29.1217259
"Blue caves with crystal clear waters on Zakynthos island, Greece",https://windows10spotlight.com/wp-content/uploads/2017/05/34e1368c46450ab40f9a8ede245f4960-1024x576.jpg,5/2/2017,37.9303439,20.7052518
"Ancient ruins in Ephesus, Kuşadası, Turkey",https://windows10spotlight.com/wp-content/uploads/2017/08/2c3f25949d5b1aa64a8751a78cdb5b3c-1024x576.jpg,8/30/2017,37.9355433,27.3461091
"Sunset sky reflected in still rural lake, Telluride, Colorado, USA",https://windows10spotlight.com/wp-content/uploads/2022/09/9b405dc62e78e2fb76c7a1f11d0b1486-1024x576.jpg,9/22/2022,37.9374939,-107.8122852
"Old wooden pier, Corinthia, Greece",https://windows10spotlight.com/wp-content/uploads/2017/09/2c921f8b766300d27290c36d01cbcbfd-1024x576.jpg,9/2/2017,37.9386365,22.9322383
"The Doric temple of Segesta dated 5th century BC, Trapani, Sicily, Italy",https://windows10spotlight.com/wp-content/uploads/2020/03/abb97ae1833bfc4d060b2c70bd2be7aa-1024x576.jpg,3/14/2020,37.9414244,12.8323789
"Cows in the area of Trearie Lake, Nebrodi Park (Parco dei Nebrodi), Sicily, Italy",https://windows10spotlight.com/wp-content/uploads/2018/11/2fe2ee6c8e7cc57181fcaef1ec641dd7-1024x576.jpg,11/7/2018,37.953214,14.840354
"Elevated view of ruined Temple of Olympian Zeus in central Athens, Greece",https://windows10spotlight.com/wp-content/uploads/2024/11/bc4c596a2de8e96b77599eb44eb4866d-1024x576.jpg,11/14/2024,37.9693,23.7331
"View of Odeon of Herodes Atticus on the Acropolis of Athens at sunset, Greece",https://windows10spotlight.com/wp-content/uploads/2021/02/59eca15fd966e2ab7c69f439f72a23e8-1024x576.jpg,2/9/2021,37.9707948,23.7245831
"Parthenon temple on a bright day, Acropolis in Athens, Greece",https://windows10spotlight.com/wp-content/uploads/2022/07/e202cca346d5f21ad0013f866d8e1e27-1024x576.jpg,7/27/2022,37.9715285,23.7267166
"Backlit perspective of the Parthenon in Athens, Greece",https://windows10spotlight.com/wp-content/uploads/2021/10/48e0b51b1162d71fc3f9716de6a579b8-1024x576.jpg,10/20/2021,37.9715285,23.7267166
"The Acropolis in Athens during sunset, Greece",https://windows10spotlight.com/wp-content/uploads/2021/08/c76bf6492498d83666480b0fe1cb31d2-1024x576.jpg,8/13/2021,37.9715323,23.7257492
"Aerial view of Acropolis of Athens, the Temple of Athena Nike, Parthenon, Hekatompedon Temple, Sanctuary of Zeus Polieus, Odeon of Herodes Atticus, Erechtheion at sunset, Greece",https://windows10spotlight.com/wp-content/uploads/2021/02/dcf2fba7ed2a0652d108a7bb56a1e35f-1024x576.jpg,2/19/2021,37.9718762,23.7273222
"Vestibule with the statues of the Caryatids at sunset, Erechtheion, Acropolis, Athens, Greece",https://windows10spotlight.com/wp-content/uploads/2024/08/fb0869131a19eb13e0000dfd06b9f9b1-1024x576.jpg,8/24/2024,37.9721553,23.7263472
"Landscape with Zhuo'er mountain, Qilian, Haibei, Qinghai, China",https://windows10spotlight.com/wp-content/uploads/2021/11/23f8bae1eb68afee017d7cadc7bae876-1024x576.jpg,11/27/2021,37.974373,100.918957
"Roof detail of the national academy in Athens, Greece",https://windows10spotlight.com/wp-content/uploads/2024/09/272f5bbbdf9fe7d5a1fe7b433683af68-1024x576.jpg,9/7/2024,37.9810676,23.7323022
"Evening view of Athens from Lycabettus hill, Greece",https://windows10spotlight.com/wp-content/uploads/2020/04/ebf648b7b111725eed0d092ad655a0de-1024x576.jpg,4/18/2020,37.9817858,23.7430565
"Old pillars of the Temple of Poseidon, Athens, Greece",https://windows10spotlight.com/wp-content/uploads/2018/05/d115915ba733d72127fa5c554f20e38c-1024x576.jpg,5/4/2018,37.9838096,23.7275388
"The megalith of Argimusco near Montalbano Elicona, Argimusco, Messina district, Sicily, Italy",https://windows10spotlight.com/wp-content/uploads/2021/12/27d32a1f45f4b283af1392f0280a4bbd-1024x576.jpg,12/9/2021,37.9887625,15.0407278
"Yellow autumn aspens and Mono Lake at sunrise in California, USA",https://windows10spotlight.com/wp-content/uploads/2018/12/e98d497629ddc6e58a916191b111cc8a-1024x576.jpg,12/10/2018,38.0128316,-118.9761519
"Mono Lake Sunset, Mono County, California, USA",https://windows10spotlight.com/wp-content/uploads/2017/10/f0d397256785c3af0d2494a8b6404a66-1024x576.jpg,10/9/2017,38.0128316,-118.9761519
"Point Reyes Cypress Tree Tunnel at golden hour, California, USA",https://windows10spotlight.com/wp-content/uploads/2018/08/c4aec5f0c2661367dd2aceaaa69a0194-1024x576.jpg,8/17/2018,38.017769,-122.9912711
"Man climbing frozen waterfall, Lake City, Colorado, USA",https://windows10spotlight.com/wp-content/uploads/2017/10/870bcad6bb0ae62d8c0753cc20812cfb-1024x576.jpg,10/3/2017,38.0299967,-107.3153335
"Endless Wall Trail in New River Gorge national park, Lansing, West Virginia, USA",https://windows10spotlight.com/wp-content/uploads/2022/06/1dc7413cbbaed2694ef2a63b3de53aec-1024x576.jpg,6/1/2022,38.0567415,-81.0528544
"Sunset aerial view of the New River Gorge Bridge, West Virginia, USA",https://windows10spotlight.com/wp-content/uploads/2021/04/9860b505737f2d4eeb9b722918c8bed5-1024x576.jpg,4/20/2021,38.068791,-81.0829586
"Aerial view of solar thermal power plant Crescent Dunes Project near Tonopah, Nevada, USA",https://windows10spotlight.com/wp-content/uploads/2025/11/08120d7bfeb74c0d4d532ee625d7e563-1024x576.jpg,9/20/2025,38.069211,-117.2305861
"Limestone cove at Zingaro Nature Reserve near Scopello, Sicily, Italy",https://windows10spotlight.com/wp-content/uploads/2018/01/f0e15ea0174c9545e8becce6db95f818-1024x576.jpg,1/31/2018,38.0702839,12.8179128
"Shelf cloud storm, Lamar, Colorado, USA",https://windows10spotlight.com/wp-content/uploads/2018/02/5b665232c63a9156e9d82de1b24580d0-1024x576.jpg,2/11/2018,38.0872307,-102.6207496
"Rock formations in Capitol Reef National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2018/01/90546fc4b72bae079dcda720e06c8a33-1024x576.jpg,1/12/2018,38.0877312,-111.1354983
"Fire Marsh, sunset over swamp, Vallejo, California, USA",https://windows10spotlight.com/wp-content/uploads/2018/07/820b22845cc2d5dfb4053b7afa099834-1024x576.jpg,7/12/2018,38.0937383,-122.2208295
"Tourist trail in Zingaro nature reserve on Sicily island, Italy",https://windows10spotlight.com/wp-content/uploads/2020/06/0b00d33790ce2cd3845679b99b45b745-1024x576.jpg,6/7/2020,38.1223635,12.7850634
"Winter landscape with snow covered trees at Mount Zaō, Yamagata Prefecture, Japan",https://windows10spotlight.com/wp-content/uploads/2021/08/effac2db72e13864c2dd7b6bfcbcaf8e-1024x576.jpg,8/12/2021,38.1529672,140.4458267
"Mountain Ulsanbawi Rock in Seoraksan National Park in Sokcho, Gangwon Province, South Korea",https://windows10spotlight.com/wp-content/uploads/2023/04/f1739ad281cca36a008a451b0a47d467-1024x576.jpg,4/20/2023,38.1573652,128.4355274
"Ancient pueblan pranary under the Milky Way in a cave, Canyonlands National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2023/12/802eb1085afa90fd43f63c24314f2eae-1024x576.jpg,12/24/2023,38.1632525,-109.7626512
"Sunrise at red Mesa Arch in Canyonlands National Park, Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2022/10/090373e6c82e50a8e8577ff61784de4c-1024x576.jpg,10/9/2022,38.1632525,-109.7626512
"Milky Way Galaxy panorama over a lit Mesa Arch in Canyonlands National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2022/09/6edaada92f9f7f548fa4bf41e0b31e5f-1024x576.jpg,9/7/2022,38.1632525,-109.7626512
"View through the Mesa Arch in Utah Canyonlands National Park in winter, USA",https://windows10spotlight.com/wp-content/uploads/2018/05/021449590a4538348e7f971cf4cd6168-1024x576.jpg,5/10/2018,38.1632525,-109.7626512
"False Kiva, Canyonlands National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2017/12/d88b009167c81470a2ddde146e13f0c4-1024x576.jpg,12/27/2017,38.1632525,-109.7626512
"Aerial view of Lighthouse of Saint Theodore in Lassi, Argostoli, Kefalonia island in Greece",https://windows10spotlight.com/wp-content/uploads/2023/12/92340ab9f57bf96e27448d31e0838672-1024x576.jpg,12/28/2023,38.1639924,20.4826267
"Lonely tree at Alentejo, Portugal",https://windows10spotlight.com/wp-content/uploads/2023/08/38954c19cf50de0714e47416602b891a-1024x576.jpg,8/6/2023,38.2003808,-7.800085
"Eph Hanks Tower and Milky Way in April before dawn, Capitol Reef National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2022/12/fcadb59d03e1012ec77f47192058df96-1024x576.jpg,12/28/2022,38.2019256,-111.1926675
"Canyon terrain at Grand View Point at sunset, Canyonlands National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2021/09/27fb4d2a00fd7c9c1750151634f9d7d0-1024x576.jpg,9/28/2021,38.2135733,-109.9025345
"A colorful sunrise sky reflected on the waters of Grayson Lake reservoir, Kentucky, USA",https://windows10spotlight.com/wp-content/uploads/2021/12/830fb364f1018e3a2c962299caec9d3c-1024x576.jpg,12/28/2021,38.2155159,-83.0032359
"Misty morning at field of wheat in central Kansas, USA",https://windows10spotlight.com/wp-content/uploads/2023/12/43b4202a861940a47e7b5056fd02a694-1024x576.jpg,12/17/2023,38.2722431,-95.3835902
"Old windmill street view in Alaçatı Town, Çeşme, Turkey",https://windows10spotlight.com/wp-content/uploads/2019/09/3717f06252dfc5073677cdac5cfef4a8-1024x576.jpg,9/2/2019,38.2887204,26.3778354
"Sunrise over Napa Valley vineyard with fall color, California, USA",https://windows10spotlight.com/wp-content/uploads/2022/12/625a64c7a91aa9144125e23a9d6ec223-1024x576.jpg,12/6/2022,38.2895475,-122.3111418
"Hickman Natural Bridge in Capitol Reef National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2022/08/ccfa74204c6cd6638176495b07bcdf18-1024x576.jpg,8/3/2022,38.2914544,-111.2343371
"Milky Way above Piute Reservoir, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2017/10/a94d000a6d6a6848a66cecec235e1f60-1024x576.jpg,10/10/2017,38.2914879,-112.2085959
"Chimney Rock, Torrey, Wayne County, Colorado Plateau, Capitol Reef National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2024/11/dec5f33988d5402ab0a123fae9140be1-1024x576.jpg,11/4/2024,38.2988691,-111.4190654
"Agia Kyriaki beach on Kefalonia island, Greece",https://windows10spotlight.com/wp-content/uploads/2018/02/d486dbf0aaf79d39456b748fcf1af4f0-1024x576.jpg,2/21/2018,38.3105595,20.4884934
"Remote and hidden Fteri beach in Kefalonia Island, Greece",https://windows10spotlight.com/wp-content/uploads/2025/10/dcc82e2253b1c8a7a5a981cb1f85ba3f-1024x576.jpg,7/14/2025,38.322693,20.4536066
"Overlooking Dead Horse Canyon near Moab just before sunrise, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2021/09/b7fa95630f363a1bc59a1a4f382168cb-1024x576.jpg,9/9/2021,38.3302618,-109.9659587
"Alicante view with Santa Bárbara Castle on Mount Benacantil at sunset with rainbow, Spain",https://windows10spotlight.com/wp-content/uploads/2023/05/8d06f3c96177243e36e8a0d04e3899ce-1024x576.jpg,5/12/2023,38.3489718,-0.478029
"Horgota Beach on Kefalonia island, Greece",https://windows10spotlight.com/wp-content/uploads/2017/10/46e6e2fc365b41ce0e730b31c92b60a8-1024x576.jpg,10/4/2017,38.3644869,20.615376
"Young female runner running over Mesa Arch rock formation at sunset, Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2019/01/c4a620178c7f81cf22df8e368a249ded-1024x576.jpg,1/13/2019,38.3882398,-109.8656557
"Sunrise at Mesa Arch at the Canyonlands National Park, San Juan County, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2021/03/72b5468b7086ba54ddc5526d6ace3eb6-1024x576.jpg,3/11/2021,38.3885359,-109.8658021
"Sunrise at Mesa Arch, Canyonlands, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2017/06/d5a709734295fd231319c19b3b27e05a-1024x576.jpg,6/23/2017,38.3885359,-109.8658021
"Tonnara sea beach and tower, Palmi, Costa Viola, Reggio Calabria, Italy",https://windows10spotlight.com/wp-content/uploads/2024/09/bc791c411ebf951096be92d683c0d14b-1024x576.jpg,9/24/2024,38.3892842,15.8634245
"The Temple of the Moon in Cathedral Valley at night, Capitol Reef National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2023/04/79ec1962f662d79039c52040c2b4ec6f-1024x576.jpg,4/13/2023,38.4458397,-111.1915039
"Temple of the Moon in the Cathedral Valley District of Capitol Reef National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2018/04/ba659a08a8e145ccf842d222099a24a5-1024x576.jpg,4/5/2018,38.4458397,-111.1915039
"Sunset over Blind Beach and Goat Rock in the Sonoma Coast State Park, California, USA",https://windows10spotlight.com/wp-content/uploads/2022/11/6e958407df0651ce517e6ee1661b6ab6-1024x576.jpg,11/14/2022,38.446581,-123.1263926
"Aerial view of small volcano and coastline, Pico, Azores, Portugal",https://windows10spotlight.com/wp-content/uploads/2024/09/ecea8119d6d7c369154b20ada0c25909-1024x576.jpg,9/13/2024,38.4580494,-28.3228165
"Rural road leading to Mount Pico volcano, Azores islands, Portugal",https://windows10spotlight.com/wp-content/uploads/2023/11/4be5d1c24c5e2c6fefce9e52d336dea3-1024x576.jpg,11/20/2023,38.4679686,-28.4002447
"Sunrise in the Blue Ridge Mountains, Shenandoah National Park, Virginia, USA",https://windows10spotlight.com/wp-content/uploads/2020/08/9a1ee1b629dfe698a41108f0837d10a2-1024x576.jpg,8/12/2020,38.4754706,-78.4534573
"Waterfall and moss, Shenandoah National Park, Virginia, USA",https://windows10spotlight.com/wp-content/uploads/2016/11/382a1429b18f8488e5653a93230d8e8a-1024x576.jpg,11/10/2016,38.4754706,-78.4534573
"Sanctuary in Ancient Temple of Athena Pronea, Delphi, Phocis, Greece",https://windows10spotlight.com/wp-content/uploads/2019/10/896a4452e725b7607d1d860df85234e1-1024x576.jpg,10/13/2019,38.4801794,22.5078897
"Autumn on Sherando Lake Recreation Area in George Washington National Forest, Virginia, USA",https://windows10spotlight.com/wp-content/uploads/2018/10/7083a0fb758bc8a501cf3de07964bb30-1024x576.jpg,10/15/2018,38.5004003,-79.1664248
"Storm at Dead Horse Point State Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2021/10/4bb6b82d26d9ee06ba8274117b9088d6-1024x576.jpg,10/16/2021,38.5054267,-109.7294241
"Sun rising over canyon rock formations, Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2017/08/be0fd73f14cbce6c4f86d9f9099166cd-1024x576.jpg,8/28/2017,38.5633184,-109.5566251
"Arched rock formation and starry night sky, Arches National Park, Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2024/06/edf99dff7e8d9a6d9bb50c6ddf3853ea-1024x576.jpg,6/16/2024,38.5732935,-109.550772
"Red rock reflecting along Colorado River near Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2021/02/288950db010b1b463860694044386ae4-1024x576.jpg,2/11/2021,38.5732935,-109.550772
"Sandstone fins near Devil's Garden, Arches National Park, Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2020/03/c56a6b525dae15bf0187dfe0fca65ba4-1024x576.jpg,3/19/2020,38.5732935,-109.550772
"Mesa Arch rock formation in fog, Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2017/05/9b6143466d4f8e2d0623d091bf3f6b23-1024x576.jpg,5/20/2017,38.5732935,-109.550772
"Goblin Valley State Park in morning light, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2023/03/14c89cf59937f1e4748eae41dba9a4e6-1024x576.jpg,3/6/2023,38.5757381,-110.7142906
"Sandstone Coast at Salt Point State Park, Sonoma County, California, USA",https://windows10spotlight.com/wp-content/uploads/2023/05/3bb14fabc794aa1427ec0b845416dbe1-1024x576.jpg,5/27/2023,38.5764847,-123.3317814
"Porto Katsiki beach on Lefkada island in Ionian Sea at sunset, Greece",https://windows10spotlight.com/wp-content/uploads/2024/08/6ba8a9fac5224b2e450afd4c08b3a1d4-1024x576.jpg,8/10/2024,38.6011744,20.5503374
"A sandy bay with azure water, Porto Katsiki Beach in Lefkada island, Greece",https://windows10spotlight.com/wp-content/uploads/2023/04/5b1b07653931b7b0f936ddff437312c7-1024x576.jpg,4/3/2023,38.6011744,20.5503374
"Spring morning view of Porto Katsiki Beach on Lefkada Island, Ionian Sea, Greece",https://windows10spotlight.com/wp-content/uploads/2018/12/bd45f4d8f45dd69c25f1e51b55ffd2c3-1024x576.jpg,12/15/2018,38.6011744,20.5503374
"Flamingos in Gediz Delta, İzmir, Turkey",https://windows10spotlight.com/wp-content/uploads/2024/10/68645f17efd0867ccbbd4e703a35b67a-1024x576.jpg,10/28/2024,38.60323144,27.57148987
"Strange rock pinnacle formations view from above, Cappadocia, Nevşehir, Turkey",https://windows10spotlight.com/wp-content/uploads/2024/08/580b3ee426e4942940f6ac4aa9c543dd-1024x576.jpg,8/11/2024,38.624694,34.714151
"The Gateway Arch monument in St. Louis, Missouri, USA",https://windows10spotlight.com/wp-content/uploads/2020/06/bc91ec241ee86da14c7afc6359480da6-1024x576.jpg,6/19/2020,38.6251269,-90.1867504
"Board walk in Saint Louis Botanical gardens, Missouri, USA",https://windows10spotlight.com/wp-content/uploads/2020/09/37011fd47650b98ade1d735d3d172061-1024x576.jpg,9/18/2020,38.627428,-90.1982439
"Fairy chimney rock formations at sunset, Göreme, Cappadocia, Turkey",https://windows10spotlight.com/wp-content/uploads/2022/06/3cb9f42785370071badf376df67bafed-1024x576.jpg,6/20/2022,38.6291311,34.8043365
"View of Uchisar castle from Pigeon Valley, Cappadocia, Turkey",https://windows10spotlight.com/wp-content/uploads/2018/05/dfe24539f24ac0630c93958aef78b0c3-1024x576.jpg,5/14/2018,38.6299062,34.805403
"Mountain peak at the night with starry sky and cone shaped rocks, Göreme, Cappadocia, Turkey",https://windows10spotlight.com/wp-content/uploads/2024/01/72f7e8c6ba08c0876fdaccffec5851cd-1024x576.jpg,1/13/2024,38.643056,34.828889
"Carved houses in rock formations in Uçhisar near Goreme, Cappadocia, Nevşehir, Turkey",https://windows10spotlight.com/wp-content/uploads/2020/04/823029720294a2d76bc3c8187ec30cfc-1024x576.jpg,4/17/2020,38.643056,34.828889
"The twilight time at Göreme, Cappadocia, Turkey",https://windows10spotlight.com/wp-content/uploads/2018/09/81750663f156a2727a7a27034986542c-1024x576.jpg,9/26/2018,38.643056,34.828889
"Hot air balloon after sunrise, Göreme, Cappadokia, Turkey",https://windows10spotlight.com/wp-content/uploads/2017/08/b91c61434d498f2fabfe33e33df07991-1024x576.jpg,8/10/2017,38.643056,34.828889
"Composition of vibrant hot air balloon flying in pink cloudy sky, Cappadocia, Turkey",https://windows10spotlight.com/wp-content/uploads/2023/12/54318bae1829b45eab1c6e7102add75f-1024x576.jpg,12/16/2023,38.6586639,34.8531604
"Hot air ballooning at winter in Cappadocia, Turkey",https://windows10spotlight.com/wp-content/uploads/2022/07/fd7ce546133ab611241e1bf15a84fa36-1024x576.jpg,7/28/2022,38.6586639,34.8531604
"Hot air balloons flying over the valley at Cappadocia, Turkey",https://windows10spotlight.com/wp-content/uploads/2022/03/974ed30417dd3ae4a893fad622547225-1024x576.jpg,3/10/2022,38.6586639,34.8531604
"Hot air ballooning in Cappadocia, Central Anatolia of Turkey",https://windows10spotlight.com/wp-content/uploads/2021/12/e18a69a3cc4695d573cb637b691e281c-1024x576.jpg,12/26/2021,38.6586639,34.8531604
"Aerial view of hot air balloons over landscape, Cappadocia, Turkey",https://windows10spotlight.com/wp-content/uploads/2021/05/ba83d50ea2091c6f352b3721a695208c-1024x576.jpg,5/12/2021,38.6586639,34.8531604
"Evening light over North Window with Turret Arch, Arches National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2024/01/14d727cc59113eead0d3829d15fe8696-1024x576.jpg,1/25/2024,38.6842897,-109.5348991
"Turret arch view through the North Window at Arches National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2022/10/f9e3fb7d195612999173aefbd2cb6c6c-1024x576.jpg,10/29/2022,38.6842897,-109.5348991
"Turret arch in Arches national park in spring with snow, Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2020/06/b12351e788651fb66698a7b75c61329e-1024x576.jpg,6/3/2020,38.6842897,-109.5348991
"View through North Window to Turret Arch, Arches National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2020/02/a44e565f5d162178272a9c8ca065eb3b-1024x576.jpg,2/26/2020,38.6842897,-109.5348991
"Boca do Inferno (Hell’s Mouth) sea cave and natural rock arch on coast of Cascais, Portugal",https://windows10spotlight.com/wp-content/uploads/2025/12/8cb34abbca1914f77a54def15171bdd6-1024x576.jpg,11/9/2025,38.6913127,-9.4306875
"Belém Tower or the Tower of Saint Vincent on Tagus river at day, Lisbon, Portugal",https://windows10spotlight.com/wp-content/uploads/2023/08/9428011c8e3f55168fbb7af55ad4236e-1024x576.jpg,8/22/2023,38.6915837,-9.2159773
"Belem Tower or Tower of St Vincent on the Tagus River at sunset, Lisbon, Portugal",https://windows10spotlight.com/wp-content/uploads/2021/10/e90db94c3e353607651c9ad953dabeb2-1024x576.jpg,10/9/2021,38.6915837,-9.2159773
"Belém Tower (Torre de Belém) at the Tagus river in Lisbon at sunrise, Portugal",https://windows10spotlight.com/wp-content/uploads/2017/12/79c81bad714be324d38c55c7bb163520-1024x576.jpg,12/24/2017,38.6915837,-9.2159773
"Night exposure of Double Arch in Arches National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2023/11/462605d5bba3dac4b748c831d3b4f5ac-1024x576.jpg,11/11/2023,38.691617,-109.5403916
"Extreme wide angle image of the starry sky above the Double Arch, Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2019/06/6ad89aaaccebc2d5c2b882a545142f69-1024x576.jpg,6/12/2019,38.691617,-109.5403916
"Formentera Cala Saona mediterranean best beaches, Balearic Islands, Spain",https://windows10spotlight.com/wp-content/uploads/2018/02/af4d3699b13a9e04ecdfd6b7d5662147-1024x576.jpg,2/7/2018,38.6930381,1.3892917
"Sunrise at the windows, Arches National Park, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2023/03/218faf69a8340c612b0a28403fe73860-1024x576.jpg,3/23/2023,38.6938932,-109.5498638
"View of cultivated fields from Serra do Cume, Terceira, Azores, Portugal",https://windows10spotlight.com/wp-content/uploads/2020/06/4aaeeabc7780d71a8c10b414257cb8f8-1024x576.jpg,6/22/2020,38.7,-27.1166667
"Balanced Rock in Arches National Park, Moab, Utah, USA",https://windows10spotlight.com/wp-content/uploads/2017/10/494226c3a56fcac2f1bc8a8f55d42ad6-1024x576.jpg,10/5/2017,38.7012882,-109.5645496
"Lisbon city gate at the Commerce Square (Praça do Comércio), Portugal",https://windows10spotlight.com/wp-content/uploads/2020/05/6c710954ebbc4376403e78b2eb632d46-1024x576.jpg,5/6/2020,38.7072828,-9.1363613
"Triumphal Rua Augusta Arch (Arco da Rua Augusta), Baixa, Lisbon, Portugal",https://windows10spotlight.com/wp-content/uploads/2025/12/8c28fcbaaa5b4cdd2a1b1f2bc5fa07c9-1024x576.jpg,10/26/2025,38.7084447,-9.1368243
"Low angle view of suspension bridge against sky, Lisbon, Portugal",https://windows10spotlight.com/wp-content/uploads/2022/03/ab501621dc4ab8cfc234b400779fae91-1024x576.jpg,3/28/2022,38.7222524,-9.1393366
"Savanna of oaks trees, dehesa, La Serena, Badajoz, Extremadura, Spain",https://windows10spotlight.com/wp-content/uploads/2020/06/7de9b3698c0992408f201b2cebae18cc-1024x576.jpg,6/9/2020,38.724901,-5.3115274
